word,freq_count,spell_check_ok,cum_freq_count,SUBTLEX,Google00,Google00cum,Google00pm,ZipfSUBTLEX,ZipfGoogle
eingehaltene,4,1,4,0.16,1407,1407,0.23255,2.29,2.37
Schulpsychologen,4,0,4,0.16,1406,1406,0.23238,2.29,2.37
Atemtechnik,4,1,4,0.16,1406,1406,0.23238,2.29,2.37
Dreiecksbeziehung,3,1,4,0.16,1405,1405,0.23222,2.29,2.37
Abnormitäten,4,1,4,0.16,1404,1404,0.23205,2.29,2.37
vorgehe,4,1,4,0.16,1350,1404,0.23205,2.29,2.37
Rothenberg,4,0,4,0.16,1299,1403,0.23189,2.29,2.37
bequemere,4,1,4,0.16,1379,1401,0.23156,2.29,2.36
Backstube,4,1,4,0.16,1401,1401,0.23156,2.29,2.36
Denunziant,4,1,4,0.16,1400,1400,0.23139,2.29,2.36
Wasserverschmutzung,4,1,4,0.16,1400,1400,0.23139,2.29,2.36
Atomzeitalter,4,1,4,0.16,1374,1399,0.23123,2.29,2.36
Geldverleiher,4,1,4,0.16,1398,1398,0.23106,2.29,2.36
perdue,4,0,4,0.16,759,1397,0.2309,2.29,2.36
Musikbranche,4,1,4,0.16,1396,1396,0.23073,2.29,2.36
Rheumatismus,4,1,4,0.16,1394,1396,0.23073,2.29,2.36
Bewährungszeit,4,0,4,0.16,1395,1395,0.23056,2.29,2.36
manos,4,0,4,0.16,1159,1394,0.2304,2.29,2.36
Gauge,4,0,4,0.16,743,1393,0.23023,2.29,2.36
Menschenversuche,4,1,4,0.16,1392,1392,0.23007,2.29,2.36
Falkland,4,0,4,0.16,1386,1392,0.23007,2.29,2.36
Erol,4,0,4,0.16,1382,1391,0.2299,2.29,2.36
zufügte,4,1,4,0.16,1391,1391,0.2299,2.29,2.36
decodiert,4,0,4,0.16,1390,1390,0.22974,2.29,2.36
bemerkenswerteste,3,1,4,0.16,1090,1390,0.22974,2.29,2.36
Früherziehung,2,1,4,0.16,1390,1390,0.22974,2.29,2.36
Aufwärmphase,2,0,4,0.16,1390,1390,0.22974,2.29,2.36
Marleen,4,0,4,0.16,1312,1388,0.22941,2.29,2.36
Waffensystemen,4,1,4,0.16,1388,1388,0.22941,2.29,2.36
Moralkodex,4,1,4,0.16,1387,1387,0.22924,2.29,2.36
Kindersendungen,4,1,4,0.16,1386,1386,0.22908,2.29,2.36
dreijähriges,4,1,4,0.16,1340,1386,0.22908,2.29,2.36
Emulator,4,1,4,0.16,1335,1386,0.22908,2.29,2.36
rebellierte,4,1,4,0.16,1385,1385,0.22891,2.29,2.36
Qaeda,4,0,4,0.16,1385,1385,0.22891,2.29,2.36
Antikommunisten,2,1,4,0.16,1372,1385,0.22891,2.29,2.36
Vereisung,4,1,4,0.16,1382,1382,0.22842,2.29,2.36
Weltmeeren,4,1,4,0.16,1382,1382,0.22842,2.29,2.36
wörtliches,4,1,4,0.16,1224,1380,0.22809,2.29,2.36
Fachhändler,4,1,4,0.16,1377,1377,0.22759,2.29,2.36
Vordach,4,1,4,0.16,1377,1377,0.22759,2.29,2.36
Schreibzeug,4,1,4,0.16,1377,1377,0.22759,2.29,2.36
fiktionales,3,0,4,0.16,1082,1377,0.22759,2.29,2.36
Thaddäus,4,0,4,0.16,1327,1376,0.22742,2.29,2.36
Schneckenhaus,4,1,4,0.16,1376,1376,0.22742,2.29,2.36
körperlosen,4,0,4,0.16,1289,1374,0.22709,2.29,2.36
Phosphorsäure,4,1,4,0.16,1365,1372,0.22676,2.29,2.36
Trujillo,3,0,4,0.16,1358,1372,0.22676,2.29,2.36
Franklins,4,0,4,0.16,1363,1371,0.2266,2.29,2.36
Familiennamens,4,1,4,0.16,1370,1370,0.22643,2.29,2.36
entwich,4,1,4,0.16,1341,1369,0.22627,2.29,2.35
Strafraum,4,1,4,0.16,1368,1368,0.2261,2.29,2.35
Xenon,4,0,4,0.16,1274,1363,0.22528,2.29,2.35
verantwortungsbewusster,3,1,4,0.16,1363,1363,0.22528,2.29,2.35
synthetischem,4,1,4,0.16,1342,1361,0.22495,2.29,2.35
Heizungen,4,1,4,0.16,1351,1361,0.22495,2.29,2.35
Gameboy,4,1,4,0.16,1244,1361,0.22495,2.29,2.35
Hauptgeschäftsstelle,2,1,4,0.16,1361,1361,0.22495,2.29,2.35
übertrieb,4,1,4,0.16,1338,1359,0.22461,2.29,2.35
Planungsstadium,4,0,4,0.16,1358,1358,0.22445,2.29,2.35
erfrischenden,4,1,4,0.16,1354,1358,0.22445,2.29,2.35
Fellini,4,0,4,0.16,1355,1355,0.22395,2.29,2.35
landesweiter,4,1,4,0.16,1279,1355,0.22395,2.29,2.35
Sacha,4,0,4,0.16,1334,1354,0.22379,2.29,2.35
RNC,4,0,4,0.16,1354,1354,0.22379,2.29,2.35
Fluggerät,4,1,4,0.16,1353,1353,0.22362,2.29,2.35
Zelluloid,4,1,4,0.16,1353,1353,0.22362,2.29,2.35
Einbruchdiebstahl,4,1,4,0.16,1352,1352,0.22346,2.29,2.35
Körperhygiene,4,1,4,0.16,1352,1352,0.22346,2.29,2.35
Barcodes,4,1,4,0.16,1351,1351,0.22329,2.29,2.35
stromabwärts,3,1,4,0.16,1276,1351,0.22329,2.29,2.35
Schöpfern,4,1,4,0.16,1350,1350,0.22313,2.29,2.35
Seton,3,0,4,0.16,1196,1350,0.22313,2.29,2.35
prasseln,4,1,4,0.16,738,1349,0.22296,2.29,2.35
Raubzug,4,1,4,0.16,1348,1348,0.2228,2.29,2.35
energiereichen,4,1,4,0.16,1348,1348,0.2228,2.29,2.35
libysche,3,1,4,0.16,1148,1347,0.22263,2.29,2.35
Übermittler,4,1,4,0.16,1327,1346,0.22247,2.29,2.35
übersende,4,1,4,0.16,1325,1346,0.22247,2.29,2.35
Fanatikern,4,1,4,0.16,1345,1345,0.2223,2.29,2.35
nummerierte,4,1,4,0.16,1198,1344,0.22214,2.29,2.35
neuseeländische,4,1,4,0.16,1244,1344,0.22214,2.29,2.35
Nichtmenschliche,2,1,4,0.16,89,1344,0.22214,2.29,2.35
altvorderen,2,1,4,0.16,48,1344,0.22214,2.29,2.35
freizügige,4,1,4,0.16,1290,1343,0.22197,2.29,2.35
Manometer,4,0,4,0.16,1332,1342,0.22181,2.29,2.35
Grundschullehrerin,4,1,4,0.16,1342,1342,0.22181,2.29,2.35
Kompanieführer,4,1,4,0.16,1341,1341,0.22164,2.29,2.35
dache,3,0,4,0.16,69,1341,0.22164,2.29,2.35
Janik,4,0,4,0.16,1248,1340,0.22147,2.29,2.35
Unterstadt,4,1,4,0.16,1339,1339,0.22131,2.29,2.35
Unbestechlichen,3,1,4,0.16,169,1339,0.22131,2.29,2.35
gondeln,2,0,4,0.16,126,1339,0.22131,2.29,2.35
Waldarbeiter,4,1,4,0.16,1338,1338,0.22114,2.29,2.34
Helmen,4,1,4,0.16,1306,1337,0.22098,2.29,2.34
Windgeschwindigkeiten,4,1,4,0.16,1337,1337,0.22098,2.29,2.34
Zensierte,2,1,4,0.16,136,1337,0.22098,2.29,2.34
Wrigley,4,0,4,0.16,1081,1335,0.22065,2.29,2.34
Retorte,4,1,4,0.16,1333,1333,0.22032,2.29,2.34
Currywurst,4,1,4,0.16,1332,1332,0.22015,2.29,2.34
adelig,4,1,4,0.16,1281,1330,0.21982,2.29,2.34
afroamerikanischer,4,1,4,0.16,1329,1329,0.21966,2.29,2.34
gefährlichere,4,1,4,0.16,1291,1328,0.21949,2.29,2.34
flüchtende,3,1,4,0.16,777,1328,0.21949,2.29,2.34
Smith's,4,0,4,0.16,1309,1327,0.21933,2.29,2.34
Arroyo,4,0,4,0.16,1218,1326,0.21916,2.29,2.34
Hausmutter,4,1,4,0.16,1325,1325,0.219,2.29,2.34
Goodmans,4,0,4,0.16,1324,1324,0.21883,2.29,2.34
Prospero,4,0,4,0.16,1265,1324,0.21883,2.29,2.34
Sinha,4,0,4,0.16,1261,1323,0.21866,2.29,2.34
Grautöne,4,1,4,0.16,1323,1323,0.21866,2.29,2.34
Radtour,4,1,4,0.16,1322,1322,0.2185,2.29,2.34
Kamal,4,0,4,0.16,1290,1322,0.2185,2.29,2.34
Infiltrate,4,0,4,0.16,1209,1322,0.2185,2.29,2.34
Kardiologen,4,0,4,0.16,1321,1321,0.21833,2.29,2.34
Tuesday,4,0,4,0.16,1260,1321,0.21833,2.29,2.34
wahrschein,2,0,4,0.16,509,1321,0.21833,2.29,2.34
Reeds,4,0,4,0.16,1069,1320,0.21817,2.29,2.34
Katzenjammer,4,1,4,0.16,1320,1320,0.21817,2.29,2.34
zurückzublicken,4,1,4,0.16,1319,1319,0.218,2.29,2.34
verbissenen,4,1,4,0.16,1301,1319,0.218,2.29,2.34
Cassino,4,0,4,0.16,1314,1319,0.218,2.29,2.34
ernsteren,4,1,4,0.16,1307,1319,0.218,2.29,2.34
Ungläubigkeit,4,0,4,0.16,1318,1318,0.21784,2.29,2.34
Dauerlauf,4,1,4,0.16,1317,1317,0.21767,2.29,2.34
vollautomatischen,4,1,4,0.16,1316,1316,0.21751,2.29,2.34
unsereiner,3,1,4,0.16,1067,1316,0.21751,2.29,2.34
Reisegefährten,3,1,4,0.16,1315,1315,0.21734,2.29,2.34
versündigt,4,1,4,0.16,1302,1314,0.21718,2.29,2.34
Pits,4,0,4,0.16,744,1314,0.21718,2.29,2.34
Gaillard,4,0,4,0.16,1197,1314,0.21718,2.29,2.34
Benvenuto,4,0,4,0.16,1263,1314,0.21718,2.29,2.34
Anhöhen,4,1,4,0.16,1313,1314,0.21718,2.29,2.34
unbekümmerte,4,1,4,0.16,1264,1313,0.21701,2.29,2.34
Spezialistin,4,1,4,0.16,1311,1311,0.21668,2.29,2.34
Legalismus,4,0,4,0.16,1310,1310,0.21652,2.29,2.34
Kreuzzeichen,4,1,4,0.16,1310,1310,0.21652,2.29,2.34
Wasserlauf,4,1,4,0.16,1310,1310,0.21652,2.29,2.34
Exilant,4,0,4,0.16,1309,1309,0.21635,2.29,2.34
auszuwechseln,4,1,4,0.16,1309,1309,0.21635,2.29,2.34
unhandlich,4,1,4,0.16,1308,1308,0.21619,2.29,2.34
geschäftige,4,1,4,0.16,1228,1306,0.21586,2.29,2.33
Blutopfer,4,1,4,0.16,1306,1306,0.21586,2.29,2.33
Kirchenmann,4,1,4,0.16,1304,1304,0.21552,2.29,2.33
ausgebrannte,4,1,4,0.16,1147,1301,0.21503,2.29,2.33
frühreife,3,1,4,0.16,504,1301,0.21503,2.29,2.33
erheitert,4,1,4,0.16,1265,1298,0.21453,2.29,2.33
Untergrundbahn,4,1,4,0.16,1298,1298,0.21453,2.29,2.33
stempelt,4,1,4,0.16,1293,1298,0.21453,2.29,2.33
Vergrößerungsglas,3,1,4,0.16,1297,1297,0.21437,2.29,2.33
Lebtag,4,0,4,0.16,1242,1296,0.2142,2.29,2.33
Jankowski,4,0,4,0.16,1262,1296,0.2142,2.29,2.33
Xia,4,0,4,0.16,968,1295,0.21404,2.29,2.33
Borrow,4,0,4,0.16,286,1295,0.21404,2.29,2.33
TGA,4,0,4,0.16,1295,1295,0.21404,2.29,2.33
brandmarkt,2,0,4,0.16,1288,1295,0.21404,2.29,2.33
Bohemian,4,0,4,0.16,1203,1294,0.21387,2.29,2.33
Alessandra,4,0,4,0.16,1235,1294,0.21387,2.29,2.33
Magnetfeldern,4,1,4,0.16,1294,1294,0.21387,2.29,2.33
Witebsk,4,0,4,0.16,1293,1293,0.21371,2.29,2.33
bedeutungsvolles,3,1,4,0.16,952,1293,0.21371,2.29,2.33
profitiere,4,1,4,0.16,1291,1291,0.21338,2.29,2.33
Naa,4,0,4,0.16,129,1291,0.21338,2.29,2.33
Morgenluft,4,1,4,0.16,1290,1290,0.21321,2.29,2.33
tätigten,4,1,4,0.16,1287,1290,0.21321,2.29,2.33
Katers,4,1,4,0.16,1290,1290,0.21321,2.29,2.33
verschlafenen,4,1,4,0.16,1274,1289,0.21305,2.29,2.33
Sonnenlichts,4,1,4,0.16,1289,1289,0.21305,2.29,2.33
tenemos,2,0,4,0.16,1153,1289,0.21305,2.29,2.33
schlummerte,4,1,4,0.16,1275,1288,0.21288,2.29,2.33
Miasma,4,0,4,0.16,1237,1287,0.21271,2.29,2.33
Dost,4,0,4,0.16,1009,1287,0.21271,2.29,2.33
durchgerechnet,4,1,4,0.16,1287,1287,0.21271,2.29,2.33
desshalb,3,0,4,0.16,1043,1285,0.21238,2.29,2.33
Kriegsherrn,4,1,4,0.16,1282,1282,0.21189,2.29,2.33
Grahams,4,0,4,0.16,1277,1282,0.21189,2.29,2.33
pfeifend,4,1,4,0.16,1167,1281,0.21172,2.29,2.33
Tatar,4,1,4,0.16,1046,1281,0.21172,2.29,2.33
Bandage,4,1,4,0.16,1200,1280,0.21156,2.29,2.33
Sixteen,3,0,4,0.16,366,1280,0.21156,2.29,2.33
Kioto,3,1,4,0.16,1279,1279,0.21139,2.29,2.33
Zielgebieten,4,1,4,0.16,1277,1277,0.21106,2.29,2.32
Nikolajewitsch,4,0,4,0.16,1254,1276,0.2109,2.29,2.32
Wards,4,0,4,0.16,662,1274,0.21057,2.29,2.32
Mikroskope,4,0,4,0.16,1270,1274,0.21057,2.29,2.32
entstiegen,4,1,4,0.16,1268,1272,0.21024,2.29,2.32
Anklägers,4,1,4,0.16,1272,1272,0.21024,2.29,2.32
elegantere,4,1,4,0.16,1249,1272,0.21024,2.29,2.32
PGH,4,0,4,0.16,1271,1271,0.21007,2.29,2.32
temporales,3,1,4,0.16,1187,1271,0.21007,2.29,2.32
schmucke,4,1,4,0.16,869,1270,0.2099,2.29,2.32
Projektdatei,4,1,4,0.16,1270,1270,0.2099,2.29,2.32
Fernsehbild,4,1,4,0.16,1270,1270,0.2099,2.29,2.32
Hauptwort,4,1,4,0.16,1265,1269,0.20974,2.29,2.32
Renovierungen,4,1,4,0.16,1269,1269,0.20974,2.29,2.32
rücksichtsloses,4,1,4,0.16,1174,1268,0.20957,2.29,2.32
Soup,4,0,4,0.16,566,1267,0.20941,2.29,2.32
Happ,4,0,4,0.16,1144,1267,0.20941,2.29,2.32
Fuhrung,4,0,4,0.16,732,1265,0.20908,2.29,2.32
Ordensbrüder,4,1,4,0.16,1264,1264,0.20891,2.29,2.32
Ceil,4,0,4,0.16,20,1263,0.20875,2.29,2.32
Dreißigtausend,2,1,4,0.16,107,1263,0.20875,2.29,2.32
Mello,4,0,4,0.16,1201,1262,0.20858,2.29,2.32
friedvollen,4,0,4,0.16,1248,1262,0.20858,2.29,2.32
schneeweißen,4,1,4,0.16,1262,1262,0.20858,2.29,2.32
Lude,4,0,4,0.16,841,1262,0.20858,2.29,2.32
Ludmila,4,0,4,0.16,1219,1262,0.20858,2.29,2.32
Testprogramm,4,1,4,0.16,1260,1260,0.20825,2.29,2.32
Zivilleben,4,1,4,0.16,1260,1260,0.20825,2.29,2.32
Beo,4,1,4,0.16,624,1259,0.20809,2.29,2.32
Bergarbeitern,4,1,4,0.16,1259,1259,0.20809,2.29,2.32
Gallensteine,4,1,4,0.16,1259,1259,0.20809,2.29,2.32
Vorderrad,4,1,4,0.16,1258,1258,0.20792,2.29,2.32
aufschreibt,4,1,4,0.16,1258,1258,0.20792,2.29,2.32
zustimmendes,2,1,4,0.16,1068,1258,0.20792,2.29,2.32
Grundwissenschaft,4,1,4,0.16,1257,1257,0.20776,2.29,2.32
Doppeldeutige,3,0,4,0.16,87,1257,0.20776,2.29,2.32
Vorzugsbehandlung,4,1,4,0.16,1255,1255,0.20743,2.29,2.32
Perot,4,0,4,0.16,1241,1254,0.20726,2.29,2.32
Kains,4,0,4,0.16,1205,1254,0.20726,2.29,2.32
anführten,4,1,4,0.16,1253,1253,0.2071,2.29,2.32
unfreundlicher,4,1,4,0.16,1210,1252,0.20693,2.29,2.32
Scotia,4,0,4,0.16,1252,1252,0.20693,2.29,2.32
schwülen,4,1,4,0.16,1149,1252,0.20693,2.29,2.32
Schöpferin,4,1,4,0.16,1251,1251,0.20676,2.29,2.32
schwingend,4,1,4,0.16,1228,1251,0.20676,2.29,2.32
Stator,4,0,4,0.16,1210,1250,0.2066,2.29,2.32
Wans,4,0,4,0.16,501,1250,0.2066,2.29,2.32
Nowosibirsk,4,0,4,0.16,1249,1249,0.20643,2.29,2.32
Schönheitsoperationen,4,1,4,0.16,1248,1248,0.20627,2.29,2.31
ereignisreichen,4,1,4,0.16,1248,1248,0.20627,2.29,2.31
möblierten,4,1,4,0.16,1248,1248,0.20627,2.29,2.31
höhlt,4,1,4,0.16,1237,1247,0.2061,2.29,2.31
Ordnungsdienst,4,0,4,0.16,1247,1247,0.2061,2.29,2.31
vorsetzen,4,1,4,0.16,1054,1247,0.2061,2.29,2.31
epidemische,2,1,4,0.16,1162,1247,0.2061,2.29,2.31
bloggen,2,1,4,0.16,538,1247,0.2061,2.29,2.31
Edmonds,4,0,4,0.16,1134,1246,0.20594,2.29,2.31
Gliederschmerzen,4,1,4,0.16,1246,1246,0.20594,2.29,2.31
devot,4,1,4,0.16,1179,1246,0.20594,2.29,2.31
Schuldeingeständnis,4,1,4,0.16,1245,1245,0.20577,2.29,2.31
Notlüge,4,1,4,0.16,1245,1245,0.20577,2.29,2.31
Fettanteil,4,1,4,0.16,1244,1244,0.20561,2.29,2.31
DDRBürger,4,1,4,0.16,1243,1243,0.20544,2.29,2.31
Flaum,4,1,4,0.16,1208,1243,0.20544,2.29,2.31
quollen,4,1,4,0.16,1224,1243,0.20544,2.29,2.31
Fahrlehrer,3,1,4,0.16,1243,1243,0.20544,2.29,2.31
Wintertag,4,1,4,0.16,1242,1242,0.20528,2.29,2.31
tear,4,0,4,0.16,1049,1242,0.20528,2.29,2.31
Siva,4,0,4,0.16,1157,1241,0.20511,2.29,2.31
Klimawechsel,4,1,4,0.16,1241,1241,0.20511,2.29,2.31
Ivor,3,0,4,0.16,1131,1241,0.20511,2.29,2.31
stelligen,4,1,4,0.16,1240,1240,0.20495,2.29,2.31
fruchtlose,4,1,4,0.16,1195,1240,0.20495,2.29,2.31
Zahnbehandlung,4,1,4,0.16,1240,1240,0.20495,2.29,2.31
Komponistin,4,1,4,0.16,1239,1239,0.20478,2.29,2.31
Deco,3,0,4,0.16,782,1239,0.20478,2.29,2.31
zurückzufordern,4,1,4,0.16,1238,1238,0.20462,2.29,2.31
bizarrer,4,1,4,0.16,1199,1238,0.20462,2.29,2.31
lockerten,4,1,4,0.16,1238,1238,0.20462,2.29,2.31
hst,4,0,4,0.16,484,1238,0.20462,2.29,2.31
Vestibül,4,1,4,0.16,1238,1238,0.20462,2.29,2.31
Fabrikhalle,4,1,4,0.16,1238,1238,0.20462,2.29,2.31
Denkpause,4,1,4,0.16,1237,1237,0.20445,2.29,2.31
Durchreisende,4,1,4,0.16,610,1234,0.20395,2.29,2.31
Schubkarren,4,1,4,0.16,1234,1234,0.20395,2.29,2.31
systolisch,4,1,4,0.16,1181,1233,0.20379,2.29,2.31
frauenfeindliche,4,0,4,0.16,1110,1233,0.20379,2.29,2.31
Führerbefehl,4,1,4,0.16,1233,1233,0.20379,2.29,2.31
toxikologischen,4,1,4,0.16,1214,1233,0.20379,2.29,2.31
Näherinnen,4,1,4,0.16,1233,1233,0.20379,2.29,2.31
Paw,4,0,4,0.16,240,1230,0.20329,2.29,2.31
Lehrerkonferenz,4,1,4,0.16,1229,1229,0.20313,2.29,2.31
wiederaufnehmen,4,1,4,0.16,975,1228,0.20296,2.29,2.31
Eisbrecher,4,1,4,0.16,1227,1227,0.2028,2.29,2.31
natürlichsten,4,1,4,0.16,1211,1226,0.20263,2.29,2.31
Videoaufnahme,4,1,4,0.16,1226,1226,0.20263,2.29,2.31
Verwarnungen,4,1,4,0.16,1226,1226,0.20263,2.29,2.31
abklopfen,3,1,4,0.16,698,1226,0.20263,2.29,2.31
Arbeitskopie,4,1,4,0.16,1225,1225,0.20247,2.29,2.31
Adenosin,4,0,4,0.16,1225,1225,0.20247,2.29,2.31
selbstgefälligen,4,1,4,0.16,1193,1225,0.20247,2.29,2.31
schallen,3,1,4,0.16,930,1225,0.20247,2.29,2.31
tückischen,4,1,4,0.16,1215,1224,0.2023,2.29,2.31
Winternacht,4,1,4,0.16,1213,1222,0.20197,2.29,2.31
Krebsforschung,4,1,4,0.16,1222,1222,0.20197,2.29,2.31
Haspel,4,0,4,0.16,1107,1222,0.20197,2.29,2.31
Entsch,3,0,4,0.16,1115,1222,0.20197,2.29,2.31
Erstausgaben,4,1,4,0.16,1221,1221,0.20181,2.29,2.31
Wassersport,4,1,4,0.16,1221,1221,0.20181,2.29,2.31
Phnom,4,0,4,0.16,1221,1221,0.20181,2.29,2.31
Kavaliersdelikt,4,1,4,0.16,1220,1220,0.20164,2.29,2.3
umhergehen,4,1,4,0.16,808,1220,0.20164,2.29,2.3
ordinäre,4,1,4,0.16,1086,1220,0.20164,2.29,2.3
chiffriert,4,1,4,0.16,1191,1217,0.20115,2.29,2.3
Plackerei,4,1,4,0.16,1216,1216,0.20098,2.29,2.3
manana,4,0,4,0.16,940,1216,0.20098,2.29,2.3
Hieben,3,1,4,0.16,802,1216,0.20098,2.29,2.3
Phaeton,4,0,4,0.16,1207,1215,0.20081,2.29,2.3
Kontaktinformationen,4,1,4,0.16,1215,1215,0.20081,2.29,2.3
Alden,3,0,4,0.16,1038,1215,0.20081,2.29,2.3
Tritten,4,1,4,0.16,1182,1214,0.20065,2.29,2.3
kardiologische,4,0,4,0.16,990,1214,0.20065,2.29,2.3
lustvolles,3,1,4,0.16,974,1214,0.20065,2.29,2.3
Geschwüren,4,1,4,0.16,1205,1213,0.20048,2.29,2.3
Monolith,4,0,4,0.16,1087,1212,0.20032,2.29,2.3
Schwimmhalle,4,0,4,0.16,1212,1212,0.20032,2.29,2.3
eingehaucht,4,1,4,0.16,1211,1211,0.20015,2.29,2.3
Stammplatz,4,1,4,0.16,1211,1211,0.20015,2.29,2.3
Faschistisches,3,1,4,0.16,88,1211,0.20015,2.29,2.3
Wellenförmig,3,1,4,0.16,43,1211,0.20015,2.29,2.3
Bergkette,4,1,4,0.16,1210,1210,0.19999,2.29,2.3
Papiertiger,4,1,4,0.16,1210,1210,0.19999,2.29,2.3
Jugendgericht,4,1,4,0.16,1210,1210,0.19999,2.29,2.3
Kaczynski,4,0,4,0.16,1165,1209,0.19982,2.29,2.3
Zuspätkommen,3,1,4,0.16,1209,1209,0.19982,2.29,2.3
unbelehrbar,3,1,4,0.16,1153,1209,0.19982,2.29,2.3
Hinterrad,4,1,4,0.16,1207,1207,0.19949,2.29,2.3
Verwalterin,4,1,4,0.16,1207,1207,0.19949,2.29,2.3
Onkeln,4,1,4,0.16,1206,1206,0.19933,2.29,2.3
Südländer,4,1,4,0.16,1206,1206,0.19933,2.29,2.3
betragt,4,1,4,0.16,1172,1204,0.199,2.29,2.3
Puccini,4,0,4,0.16,1190,1204,0.199,2.29,2.3
Fence,4,0,4,0.16,321,1203,0.19883,2.29,2.3
Stefani,4,0,4,0.16,1124,1202,0.19867,2.29,2.3
brütet,4,1,4,0.16,1180,1202,0.19867,2.29,2.3
Herztätigkeit,4,1,4,0.16,1201,1201,0.1985,2.29,2.3
Anson,4,0,4,0.16,1077,1201,0.1985,2.29,2.3
pubertäre,4,1,4,0.16,1126,1200,0.19834,2.29,2.3
tristes,4,1,4,0.16,892,1200,0.19834,2.29,2.3
unentschuldigt,4,1,4,0.16,1176,1199,0.19817,2.29,2.3
Zeloten,4,0,4,0.16,1199,1199,0.19817,2.29,2.3
perfecto,2,0,4,0.16,1001,1198,0.198,2.29,2.3
Lernatmosphäre,4,0,4,0.16,1197,1197,0.19784,2.29,2.3
absonderliche,3,1,4,0.16,1031,1197,0.19784,2.29,2.3
säuerlich,4,1,4,0.16,1153,1196,0.19767,2.29,2.3
Fotographie,4,0,4,0.16,1195,1195,0.19751,2.29,2.3
Güterzüge,4,1,4,0.16,1194,1194,0.19734,2.29,2.3
puritanisch,4,1,4,0.16,1175,1194,0.19734,2.29,2.3
Sherwin,4,0,4,0.16,928,1194,0.19734,2.29,2.3
Kastraten,4,1,4,0.16,1194,1194,0.19734,2.29,2.3
Wettkampfs,4,1,4,0.16,1194,1194,0.19734,2.29,2.3
aufbaue,4,1,4,0.16,1163,1192,0.19701,2.29,2.29
hundertprozentiger,4,1,4,0.16,1170,1191,0.19685,2.29,2.29
Manövers,4,1,4,0.16,1190,1190,0.19668,2.29,2.29
Doren,4,0,4,0.16,1085,1189,0.19652,2.29,2.29
Rauchwolken,4,1,4,0.16,1189,1189,0.19652,2.29,2.29
südöstliche,2,1,4,0.16,1133,1189,0.19652,2.29,2.29
orientalisches,4,1,4,0.16,737,1188,0.19635,2.29,2.29
knieten,4,1,4,0.16,1177,1185,0.19586,2.29,2.29
Schmierereien,4,1,4,0.16,1184,1184,0.19569,2.29,2.29
einscannen,3,1,4,0.16,548,1184,0.19569,2.29,2.29
zerschnitt,4,1,4,0.16,1169,1182,0.19536,2.29,2.29
entwürdigt,4,1,4,0.16,1169,1182,0.19536,2.29,2.29
menschenverachtend,4,1,4,0.16,1148,1182,0.19536,2.29,2.29
Underwood,4,0,4,0.16,1061,1182,0.19536,2.29,2.29
Anstößiges,3,1,4,0.16,796,1182,0.19536,2.29,2.29
Pago,4,0,4,0.16,329,1181,0.1952,2.29,2.29
diplomierte,4,1,4,0.16,1001,1181,0.1952,2.29,2.29
Eka,4,0,4,0.16,384,1181,0.1952,2.29,2.29
blühend,4,1,4,0.16,1139,1179,0.19486,2.29,2.29
bastante,2,0,4,0.16,1159,1178,0.1947,2.29,2.29
schilt,2,1,4,0.16,904,1178,0.1947,2.29,2.29
izquierda,3,0,4,0.16,737,1177,0.19453,2.29,2.29
climax,2,0,4,0.16,819,1177,0.19453,2.29,2.29
Weitsprung,4,1,4,0.16,1176,1176,0.19437,2.29,2.29
Humorist,4,1,4,0.16,1138,1176,0.19437,2.29,2.29
nassem,4,1,4,0.16,1150,1175,0.1942,2.29,2.29
Hirndruck,4,1,4,0.16,1175,1175,0.1942,2.29,2.29
Wischer,4,1,4,0.16,1076,1174,0.19404,2.29,2.29
Glockenkurve,4,1,4,0.16,1173,1173,0.19387,2.29,2.29
Intrigant,3,1,4,0.16,631,1172,0.19371,2.29,2.29
Elam,4,0,4,0.16,1087,1171,0.19354,2.29,2.29
haltmachen,4,1,4,0.16,1090,1171,0.19354,2.29,2.29
sudanesische,4,1,4,0.16,1047,1170,0.19338,2.29,2.29
Tunnelblick,4,1,4,0.16,1170,1170,0.19338,2.29,2.29
Verdict,4,0,4,0.16,231,1170,0.19338,2.29,2.29
mirs,4,0,4,0.16,1136,1170,0.19338,2.29,2.29
Belanglosigkeiten,4,1,4,0.16,1169,1169,0.19321,2.29,2.29
Familienfeier,4,1,4,0.16,1168,1168,0.19305,2.29,2.29
bemannten,4,1,4,0.16,1168,1168,0.19305,2.29,2.29
Kinderstimme,4,1,4,0.16,1167,1167,0.19288,2.29,2.29
riesigem,4,1,4,0.16,1166,1166,0.19272,2.29,2.29
Imponierend,3,1,4,0.16,142,1166,0.19272,2.29,2.29
Straßenzug,4,1,4,0.16,1165,1165,0.19255,2.29,2.28
hineinbegeben,4,1,4,0.16,1089,1165,0.19255,2.29,2.28
währender,3,1,4,0.16,1153,1165,0.19255,2.29,2.28
tapezieren,4,1,4,0.16,633,1163,0.19222,2.29,2.28
Tjaden,4,0,4,0.16,1114,1162,0.19205,2.29,2.28
explosives,3,1,4,0.16,987,1162,0.19205,2.29,2.28
sólo,4,0,4,0.16,1064,1161,0.19189,2.29,2.28
Metallteile,4,1,4,0.16,1161,1161,0.19189,2.29,2.28
Wizards,4,1,4,0.16,1060,1161,0.19189,2.29,2.28
grimmiger,4,1,4,0.16,1098,1160,0.19172,2.29,2.28
Fußballfan,4,1,4,0.16,1160,1160,0.19172,2.29,2.28
